"","Agent","AgentID","Cond","Qnum","Correctness","Confidence"
"775","Human",13,"4C",15,1,0
"776","Human",13,"4C",16,0,0
"777","Human",13,"4C",17,0,0
"778","Human",13,"4C",18,0,0
"779","Human",13,"4C",19,1,0
"780","Human",13,"4C",20,1,0
"781","Human",14,"OP",1,1,90
"782","Human",14,"OP",2,1,70
"783","Human",14,"OP",3,1,80
"784","Human",14,"OP",4,1,50
"785","Human",14,"OP",5,1,60
"786","Human",14,"OP",6,1,50
"787","Human",14,"OP",7,1,50
"788","Human",14,"OP",8,0,50
"789","Human",14,"OP",9,1,50
"790","Human",14,"OP",10,1,50
"791","Human",14,"OP",11,0,90
"792","Human",14,"OP",12,0,20
"793","Human",14,"OP",13,1,30
"794","Human",14,"OP",14,1,50
"795","Human",14,"OP",15,1,30
"796","Human",14,"OP",16,0,30
"797","Human",14,"OP",17,0,10
"798","Human",14,"OP",18,0,10
"799","Human",14,"OP",19,0,10
"800","Human",14,"OP",20,0,40
"801","Human",14,"2C",1,1,80
"802","Human",14,"2C",2,1,100
"803","Human",14,"2C",3,1,50
"804","Human",14,"2C",4,1,50
"805","Human",14,"2C",5,1,60
"806","Human",14,"2C",6,1,60
"807","Human",14,"2C",7,1,100
"808","Human",14,"2C",8,1,20
"809","Human",14,"2C",9,1,100
"810","Human",14,"2C",10,1,50
"811","Human",14,"2C",11,1,20
"812","Human",14,"2C",12,1,20
"813","Human",14,"2C",13,1,20
"814","Human",14,"2C",14,1,20
"815","Human",14,"2C",15,1,20
"816","Human",14,"2C",16,1,20
"817","Human",14,"2C",17,1,20
"818","Human",14,"2C",18,0,20
"819","Human",14,"2C",19,0,20
"820","Human",14,"2C",20,0,20
"821","Human",14,"4C",1,1,60
"822","Human",14,"4C",2,1,60
"823","Human",14,"4C",3,1,80
"824","Human",14,"4C",4,1,50
"825","Human",14,"4C",5,1,60
"826","Human",14,"4C",6,1,60
"827","Human",14,"4C",7,1,100
"828","Human",14,"4C",8,0,60
"829","Human",14,"4C",9,1,60
"830","Human",14,"4C",10,1,80
"831","Human",14,"4C",11,1,60
"832","Human",14,"4C",12,1,60
"833","Human",14,"4C",13,1,80
"834","Human",14,"4C",14,1,60
"835","Human",14,"4C",15,1,60
"836","Human",14,"4C",16,0,60
"837","Human",14,"4C",17,1,20
"838","Human",14,"4C",18,0,20
"839","Human",14,"4C",19,0,20
"840","Human",14,"4C",20,0,50
"841","Human",15,"OP",1,1,90
"842","Human",15,"OP",2,1,100
"843","Human",15,"OP",3,0,0
"844","Human",15,"OP",4,0,90
"845","Human",15,"OP",5,1,60
"846","Human",15,"OP",6,1,10
"847","Human",15,"OP",7,0,10
"848","Human",15,"OP",8,0,0
"849","Human",15,"OP",9,0,50
"850","Human",15,"OP",10,1,0
"851","Human",15,"OP",11,1,70
"852","Human",15,"OP",12,0,9
"853","Human",15,"OP",13,0,0
"854","Human",15,"OP",14,1,0
"855","Human",15,"OP",15,0,10
"856","Human",15,"OP",16,0,10
"857","Human",15,"OP",17,0,0
"858","Human",15,"OP",18,1,20
"859","Human",15,"OP",19,0,0
"860","Human",15,"OP",20,0,0
"861","Human",15,"2C",1,1,70
"862","Human",15,"2C",2,1,100
"863","Human",15,"2C",3,1,90
"864","Human",15,"2C",4,1,100
"865","Human",15,"2C",5,0,90
"866","Human",15,"2C",6,0,80
"867","Human",15,"2C",7,1,100
"868","Human",15,"2C",8,1,80
"869","Human",15,"2C",9,0,50
"870","Human",15,"2C",10,1,60
"871","Human",15,"2C",11,1,80
"872","Human",15,"2C",12,1,80
"873","Human",15,"2C",13,0,80
"874","Human",15,"2C",14,0,60
"875","Human",15,"2C",15,0,90
"876","Human",15,"2C",16,0,70
"877","Human",15,"2C",17,1,40
"878","Human",15,"2C",18,1,70
"879","Human",15,"2C",19,1,90
"880","Human",15,"2C",20,0,90
"881","Human",15,"4C",1,1,100
"882","Human",15,"4C",2,1,100
"883","Human",15,"4C",3,1,90
"884","Human",15,"4C",4,1,90
"885","Human",15,"4C",5,0,90
"886","Human",15,"4C",6,1,90
"887","Human",15,"4C",7,1,100
"888","Human",15,"4C",8,1,80
"889","Human",15,"4C",9,0,90
"890","Human",15,"4C",10,1,90
"891","Human",15,"4C",11,1,80
"892","Human",15,"4C",12,1,80
"893","Human",15,"4C",13,0,70
"894","Human",15,"4C",14,0,40
"895","Human",15,"4C",15,0,50
"896","Human",15,"4C",16,0,50
"897","Human",15,"4C",17,0,60
"898","Human",15,"4C",18,1,70
"899","Human",15,"4C",19,0,50
"900","Human",15,"4C",20,0,100
"901","Human",16,"OP",1,1,100
"902","Human",16,"OP",2,0,0
"903","Human",16,"OP",3,0,0
"904","Human",16,"OP",4,0,0
"905","Human",16,"OP",5,1,80
"906","Human",16,"OP",6,1,100
"907","Human",16,"OP",7,1,90
"908","Human",16,"OP",8,0,0
"909","Human",16,"OP",9,0,30
"910","Human",16,"OP",10,0,5
"911","Human",16,"OP",11,1,100
"912","Human",16,"OP",12,1,15
"913","Human",16,"OP",13,1,95
"914","Human",16,"OP",14,1,75
"915","Human",16,"OP",15,0,0
"916","Human",16,"OP",16,0,5
"917","Human",16,"OP",17,0,10
"918","Human",16,"OP",18,0,0
"919","Human",16,"OP",19,0,0
"920","Human",16,"OP",20,0,70
"921","Human",16,"2C",1,1,100
"922","Human",16,"2C",2,1,100
"923","Human",16,"2C",3,1,100
"924","Human",16,"2C",4,1,25
"925","Human",16,"2C",5,1,25
"926","Human",16,"2C",6,1,100
"927","Human",16,"2C",7,1,95
"928","Human",16,"2C",8,0,25
"929","Human",16,"2C",9,1,100
"930","Human",16,"2C",10,0,65
"931","Human",16,"2C",11,1,100
"932","Human",16,"2C",12,1,10
"933","Human",16,"2C",13,1,100
"934","Human",16,"2C",14,1,100
"935","Human",16,"2C",15,1,15
"936","Human",16,"2C",16,1,5
"937","Human",16,"2C",17,0,50
"938","Human",16,"2C",18,1,15
"939","Human",16,"2C",19,0,35
"940","Human",16,"2C",20,1,100
"941","Human",16,"4C",1,1,100
"942","Human",16,"4C",2,0,15
"943","Human",16,"4C",3,1,25
"944","Human",16,"4C",4,1,25
"945","Human",16,"4C",5,1,40
"946","Human",16,"4C",6,1,100
"947","Human",16,"4C",7,1,100
"948","Human",16,"4C",8,1,25
"949","Human",16,"4C",9,0,30
"950","Human",16,"4C",10,0,45
"951","Human",16,"4C",11,1,100
"952","Human",16,"4C",12,1,70
"953","Human",16,"4C",13,1,100
"954","Human",16,"4C",14,1,100
"955","Human",16,"4C",15,1,100
"956","Human",16,"4C",16,0,15
"957","Human",16,"4C",17,0,40
"958","Human",16,"4C",18,0,30
"959","Human",16,"4C",19,1,15
"960","Human",16,"4C",20,1,100
"961","Human",17,"OP",1,1,100
"962","Human",17,"OP",2,1,100
"963","Human",17,"OP",3,0,50
"964","Human",17,"OP",4,0,50
"965","Human",17,"OP",5,0,50
"966","Human",17,"OP",6,1,100
"967","Human",17,"OP",7,1,100
"968","Human",17,"OP",8,0,10
"969","Human",17,"OP",9,1,100
"970","Human",17,"OP",10,1,100
"971","Human",17,"OP",11,1,100
"972","Human",17,"OP",12,0,50
"973","Human",17,"OP",13,0,10
"974","Human",17,"OP",14,1,10
"975","Human",17,"OP",15,0,10
"976","Human",17,"OP",16,0,10
"977","Human",17,"OP",17,0,10
"978","Human",17,"OP",18,1,10
"979","Human",17,"OP",19,0,10
"980","Human",17,"OP",20,0,80
"981","Human",17,"2C",1,1,100
"982","Human",17,"2C",2,1,100
"983","Human",17,"2C",3,1,100
"984","Human",17,"2C",4,1,50
"985","Human",17,"2C",5,0,50
"986","Human",17,"2C",6,1,100
"987","Human",17,"2C",7,1,100
"988","Human",17,"2C",8,1,50
"989","Human",17,"2C",9,1,100
"990","Human",17,"2C",10,1,100
"991","Human",17,"2C",11,1,100
"992","Human",17,"2C",12,1,80
"993","Human",17,"2C",13,1,50
"994","Human",17,"2C",14,1,50
"995","Human",17,"2C",15,0,10
"996","Human",17,"2C",16,0,50
"997","Human",17,"2C",17,0,50
"998","Human",17,"2C",18,1,50
"999","Human",17,"2C",19,1,10
"1000","Human",17,"2C",20,1,50
"1001","Human",17,"4C",1,1,100
"1002","Human",17,"4C",2,1,100
"1003","Human",17,"4C",3,1,10
"1004","Human",17,"4C",4,1,10
"1005","Human",17,"4C",5,1,100
"1006","Human",17,"4C",6,1,100
"1007","Human",17,"4C",7,1,100
"1008","Human",17,"4C",8,1,10
"1009","Human",17,"4C",9,1,100
"1010","Human",17,"4C",10,1,100
"1011","Human",17,"4C",11,1,100
"1012","Human",17,"4C",12,1,100
"1013","Human",17,"4C",13,0,10
"1014","Human",17,"4C",14,1,30
"1015","Human",17,"4C",15,1,100
"1016","Human",17,"4C",16,1,10
"1017","Human",17,"4C",17,1,10
"1018","Human",17,"4C",18,1,10
"1019","Human",17,"4C",19,0,10
"1020","Human",17,"4C",20,0,10
"1021","Human",18,"OP",1,1,50
"1022","Human",18,"OP",2,0,30
"1023","Human",18,"OP",3,0,100
"1024","Human",18,"OP",4,1,20
"1025","Human",18,"OP",5,0,20
"1026","Human",18,"OP",6,1,100
"1027","Human",18,"OP",7,1,50
"1028","Human",18,"OP",8,0,70
"1029","Human",18,"OP",9,0,20
"1030","Human",18,"OP",10,1,50
"1031","Human",18,"OP",11,0,100
"1032","Human",18,"OP",12,1,100
"1033","Human",18,"OP",13,0,20
"1034","Human",18,"OP",14,0,0
"1035","Human",18,"OP",15,0,100
"1036","Human",18,"OP",16,0,80
"1037","Human",18,"OP",17,0,80
"1038","Human",18,"OP",18,1,20
"1039","Human",18,"OP",19,0,50
"1040","Human",18,"OP",20,0,30
"1041","Human",18,"2C",1,1,80
"1042","Human",18,"2C",2,0,80
"1043","Human",18,"2C",3,1,100
"1044","Human",18,"2C",4,1,80
"1045","Human",18,"2C",5,0,80
"1046","Human",18,"2C",6,1,100
"1047","Human",18,"2C",7,1,100
"1048","Human",18,"2C",8,1,80
"1049","Human",18,"2C",9,0,100
"1050","Human",18,"2C",10,0,100
"1051","Human",18,"2C",11,1,100
"1052","Human",18,"2C",12,1,100
"1053","Human",18,"2C",13,0,100
"1054","Human",18,"2C",14,1,100
"1055","Human",18,"2C",15,0,100
"1056","Human",18,"2C",16,1,50
"1057","Human",18,"2C",17,0,80
"1058","Human",18,"2C",18,1,100
"1059","Human",18,"2C",19,0,50
"1060","Human",18,"2C",20,0,80
"1061","Human",18,"4C",1,1,100
"1062","Human",18,"4C",2,1,50
"1063","Human",18,"4C",3,0,50
"1064","Human",18,"4C",4,1,80
"1065","Human",18,"4C",5,1,100
"1066","Human",18,"4C",6,1,100
"1067","Human",18,"4C",7,1,80
"1068","Human",18,"4C",8,1,80
"1069","Human",18,"4C",9,0,50
"1070","Human",18,"4C",10,1,100
"1071","Human",18,"4C",11,1,100
"1072","Human",18,"4C",12,1,100
"1073","Human",18,"4C",13,0,50
"1074","Human",18,"4C",14,0,50
"1075","Human",18,"4C",15,0,100
"1076","Human",18,"4C",16,0,80
"1077","Human",18,"4C",17,0,90
"1078","Human",18,"4C",18,0,80
"1079","Human",18,"4C",19,1,50
"1080","Human",18,"4C",20,1,70
"1081","Human",19,"OP",1,1,100
"1082","Human",19,"OP",2,1,30
"1083","Human",19,"OP",3,1,90
"1084","Human",19,"OP",4,1,90
"1085","Human",19,"OP",5,1,90
"1086","Human",19,"OP",6,1,100
"1087","Human",19,"OP",7,1,100
"1088","Human",19,"OP",8,0,0
"1089","Human",19,"OP",9,1,90
"1090","Human",19,"OP",10,1,100
"1091","Human",19,"OP",11,1,100
"1092","Human",19,"OP",12,0,20
"1093","Human",19,"OP",13,1,0
"1094","Human",19,"OP",14,1,100
"1095","Human",19,"OP",15,1,10
"1096","Human",19,"OP",16,0,0
"1097","Human",19,"OP",17,0,10
"1098","Human",19,"OP",18,1,50
"1099","Human",19,"OP",19,0,10
"1100","Human",19,"OP",20,0,20
"1101","Human",19,"2C",1,1,100
"1102","Human",19,"2C",2,0,80
"1103","Human",19,"2C",3,1,100
"1104","Human",19,"2C",4,0,50
"1105","Human",19,"2C",5,0,80
"1106","Human",19,"2C",6,1,50
"1107","Human",19,"2C",7,1,100
"1108","Human",19,"2C",8,0,50
"1109","Human",19,"2C",9,1,100
"1110","Human",19,"2C",10,1,100
"1111","Human",19,"2C",11,1,100
"1112","Human",19,"2C",12,1,80
"1113","Human",19,"2C",13,1,80
"1114","Human",19,"2C",14,1,80
"1115","Human",19,"2C",15,1,80
"1116","Human",19,"2C",16,1,80
"1117","Human",19,"2C",17,1,90
"1118","Human",19,"2C",18,0,80
"1119","Human",19,"2C",19,0,50
"1120","Human",19,"2C",20,0,80
"1121","Human",19,"4C",1,1,100
"1122","Human",19,"4C",2,1,60
"1123","Human",19,"4C",3,1,90
"1124","Human",19,"4C",4,1,50
"1125","Human",19,"4C",5,0,80
"1126","Human",19,"4C",6,0,90
"1127","Human",19,"4C",7,1,100
"1128","Human",19,"4C",8,0,25
"1129","Human",19,"4C",9,1,100
"1130","Human",19,"4C",10,1,100
"1131","Human",19,"4C",11,1,100
"1132","Human",19,"4C",12,1,80
"1133","Human",19,"4C",13,1,80
"1134","Human",19,"4C",14,1,100
"1135","Human",19,"4C",15,1,80
"1136","Human",19,"4C",16,0,50
"1137","Human",19,"4C",17,0,50
"1138","Human",19,"4C",18,0,50
"1139","Human",19,"4C",19,0,25
"1140","Human",19,"4C",20,0,80
"1141","Human",20,"OP",1,1,90
"1142","Human",20,"OP",2,1,100
"1143","Human",20,"OP",3,0,100
"1144","Human",20,"OP",4,1,100
"1145","Human",20,"OP",5,0,50
"1146","Human",20,"OP",6,1,100
"1147","Human",20,"OP",7,1,30
"1148","Human",20,"OP",8,0,30
"1149","Human",20,"OP",9,0,30
"1150","Human",20,"OP",10,1,80
"1151","Human",20,"OP",11,1,100
"1152","Human",20,"OP",12,0,0
"1153","Human",20,"OP",13,1,10
"1154","Human",20,"OP",14,1,10
"1155","Human",20,"OP",15,1,50
"1156","Human",20,"OP",16,1,10
"1157","Human",20,"OP",17,0,50
"1158","Human",20,"OP",18,0,50
"1159","Human",20,"OP",19,0,30
"1160","Human",20,"OP",20,0,20
"1161","Human",20,"2C",1,1,90
"1162","Human",20,"2C",2,0,100
"1163","Human",20,"2C",3,0,100
"1164","Human",20,"2C",4,1,100
"1165","Human",20,"2C",5,0,50
"1166","Human",20,"2C",6,1,100
"1167","Human",20,"2C",7,1,50
"1168","Human",20,"2C",8,1,100
"1169","Human",20,"2C",9,0,20
"1170","Human",20,"2C",10,1,100
"1171","Human",20,"2C",11,1,100
"1172","Human",20,"2C",12,0,50
"1173","Human",20,"2C",13,1,20
"1174","Human",20,"2C",14,1,30
"1175","Human",20,"2C",15,1,50
"1176","Human",20,"2C",16,1,20
"1177","Human",20,"2C",17,1,80
"1178","Human",20,"2C",18,0,50
"1179","Human",20,"2C",19,0,20
"1180","Human",20,"2C",20,0,50
"1181","Human",20,"4C",1,1,100
"1182","Human",20,"4C",2,1,100
"1183","Human",20,"4C",3,0,100
"1184","Human",20,"4C",4,1,100
"1185","Human",20,"4C",5,0,100
"1186","Human",20,"4C",6,1,100
"1187","Human",20,"4C",7,1,50
"1188","Human",20,"4C",8,0,30
"1189","Human",20,"4C",9,0,100
"1190","Human",20,"4C",10,1,100
"1191","Human",20,"4C",11,1,100
"1192","Human",20,"4C",12,1,50
"1193","Human",20,"4C",13,1,50
"1194","Human",20,"4C",14,1,50
"1195","Human",20,"4C",15,1,100
"1196","Human",20,"4C",16,1,30
"1197","Human",20,"4C",17,0,100
"1198","Human",20,"4C",18,1,50
"1199","Human",20,"4C",19,1,70
"1200","Human",20,"4C",20,0,50
"1201","Human",21,"OP",1,1,100
"1202","Human",21,"OP",2,1,100
"1203","Human",21,"OP",3,1,100
"1204","Human",21,"OP",4,1,100
"1205","Human",21,"OP",5,1,100
"1206","Human",21,"OP",6,1,100
"1207","Human",21,"OP",7,1,50
"1208","Human",21,"OP",8,0,10
"1209","Human",21,"OP",9,0,0
"1210","Human",21,"OP",10,1,40
"1211","Human",21,"OP",11,1,100
"1212","Human",21,"OP",12,1,100
"1213","Human",21,"OP",13,1,40
"1214","Human",21,"OP",14,0,20
"1215","Human",21,"OP",15,0,50
"1216","Human",21,"OP",16,0,30
"1217","Human",21,"OP",17,0,10
"1218","Human",21,"OP",18,0,10
"1219","Human",21,"OP",19,1,100
"1220","Human",21,"OP",20,0,60
"1221","Human",21,"2C",1,1,100
"1222","Human",21,"2C",2,1,100
"1223","Human",21,"2C",3,1,100
"1224","Human",21,"2C",4,1,100
"1225","Human",21,"2C",5,1,100
"1226","Human",21,"2C",6,1,100
"1227","Human",21,"2C",7,1,80
"1228","Human",21,"2C",8,1,100
"1229","Human",21,"2C",9,1,30
"1230","Human",21,"2C",10,1,100
"1231","Human",21,"2C",11,1,100
"1232","Human",21,"2C",12,1,100
"1233","Human",21,"2C",13,1,100
"1234","Human",21,"2C",14,1,30
"1235","Human",21,"2C",15,0,100
"1236","Human",21,"2C",16,0,50
"1237","Human",21,"2C",17,1,30
"1238","Human",21,"2C",18,1,50
"1239","Human",21,"2C",19,1,100
"1240","Human",21,"2C",20,1,100
"1241","Human",21,"4C",1,1,100
"1242","Human",21,"4C",2,1,100
"1243","Human",21,"4C",3,1,100
"1244","Human",21,"4C",4,1,80
"1245","Human",21,"4C",5,1,100
"1246","Human",21,"4C",6,1,100
"1247","Human",21,"4C",7,1,100
"1248","Human",21,"4C",8,1,100
"1249","Human",21,"4C",9,0,50
"1250","Human",21,"4C",10,1,100
"1251","Human",21,"4C",11,1,100
"1252","Human",21,"4C",12,1,100
"1253","Human",21,"4C",13,1,100
"1254","Human",21,"4C",14,0,20
"1255","Human",21,"4C",15,0,100
"1256","Human",21,"4C",16,0,70
"1257","Human",21,"4C",17,0,50
"1258","Human",21,"4C",18,1,40
"1259","Human",21,"4C",19,1,100
"1260","Human",21,"4C",20,0,100
"1261","Human",22,"OP",1,1,100
"1262","Human",22,"OP",2,1,50
"1263","Human",22,"OP",3,0,0
"1264","Human",22,"OP",4,0,5
"1265","Human",22,"OP",5,0,30
"1266","Human",22,"OP",6,1,50
"1267","Human",22,"OP",7,1,50
"1268","Human",22,"OP",8,0,5
"1269","Human",22,"OP",9,0,3
"1270","Human",22,"OP",10,0,0
"1271","Human",22,"OP",11,1,10
"1272","Human",22,"OP",12,1,7
"1273","Human",22,"OP",13,0,0
"1274","Human",22,"OP",14,0,0
"1275","Human",22,"OP",15,0,8
"1276","Human",22,"OP",16,1,5
"1277","Human",22,"OP",17,0,2
"1278","Human",22,"OP",18,0,0
"1279","Human",22,"OP",19,0,4
"1280","Human",22,"OP",20,0,60
"1281","Human",22,"2C",1,1,100
"1282","Human",22,"2C",2,1,100
"1283","Human",22,"2C",3,1,100
"1284","Human",22,"2C",4,0,5
"1285","Human",22,"2C",5,0,100
"1286","Human",22,"2C",6,1,5
"1287","Human",22,"2C",7,1,100
"1288","Human",22,"2C",8,0,3
"1289","Human",22,"2C",9,1,3
"1290","Human",22,"2C",10,0,2
"1291","Human",22,"2C",11,1,100
"1292","Human",22,"2C",12,1,50
"1293","Human",22,"2C",13,1,2
"1294","Human",22,"2C",14,0,6
"1295","Human",22,"2C",15,0,10
"1296","Human",22,"2C",16,1,6
"1297","Human",22,"2C",17,0,60
"1298","Human",22,"2C",18,1,6
"1299","Human",22,"2C",19,0,5
"1300","Human",22,"2C",20,1,100
"1301","Human",22,"4C",1,1,100
"1302","Human",22,"4C",2,1,100
"1303","Human",22,"4C",3,1,6
"1304","Human",22,"4C",4,0,4
"1305","Human",22,"4C",5,0,50
"1306","Human",22,"4C",6,1,60
"1307","Human",22,"4C",7,1,100
"1308","Human",22,"4C",8,0,60
"1309","Human",22,"4C",9,0,20
"1310","Human",22,"4C",10,0,3
"1311","Human",22,"4C",11,1,100
"1312","Human",22,"4C",12,1,80
"1313","Human",22,"4C",13,1,50
"1314","Human",22,"4C",14,0,6
"1315","Human",22,"4C",15,0,100
"1316","Human",22,"4C",16,1,2
"1317","Human",22,"4C",17,0,80
"1318","Human",22,"4C",18,1,5
"1319","Human",22,"4C",19,1,100
"1320","Human",22,"4C",20,1,100
"1321","Human",23,"OP",1,1,80
"1322","Human",23,"OP",2,1,30
"1323","Human",23,"OP",3,0,0
"1324","Human",23,"OP",4,0,20
"1325","Human",23,"OP",5,0,30
"1326","Human",23,"OP",6,0,30
"1327","Human",23,"OP",7,1,100
"1328","Human",23,"OP",8,0,50
"1329","Human",23,"OP",9,0,30
"1330","Human",23,"OP",10,1,100
"1331","Human",23,"OP",11,0,100
"1332","Human",23,"OP",12,1,90
"1333","Human",23,"OP",13,1,30
"1334","Human",23,"OP",14,1,30
"1335","Human",23,"OP",15,1,100
"1336","Human",23,"OP",16,0,50
"1337","Human",23,"OP",17,0,30
"1338","Human",23,"OP",18,1,30
"1339","Human",23,"OP",19,0,80
"1340","Human",23,"OP",20,0,50
"1341","Human",23,"2C",1,1,80
"1342","Human",23,"2C",2,0,90
"1343","Human",23,"2C",3,1,100
"1344","Human",23,"2C",4,0,30
"1345","Human",23,"2C",5,1,30
"1346","Human",23,"2C",6,0,100
"1347","Human",23,"2C",7,1,100
"1348","Human",23,"2C",8,1,100
"1349","Human",23,"2C",9,0,50
"1350","Human",23,"2C",10,1,100
"1351","Human",23,"2C",11,1,100
"1352","Human",23,"2C",12,1,100
"1353","Human",23,"2C",13,0,100
"1354","Human",23,"2C",14,0,80
"1355","Human",23,"2C",15,1,100
"1356","Human",23,"2C",16,0,100
"1357","Human",23,"2C",17,1,80
"1358","Human",23,"2C",18,1,90
"1359","Human",23,"2C",19,0,90
"1360","Human",23,"2C",20,1,50
"1361","Human",23,"4C",1,1,100
"1362","Human",23,"4C",2,0,100
"1363","Human",23,"4C",3,0,100
"1364","Human",23,"4C",4,1,100
"1365","Human",23,"4C",5,0,100
"1366","Human",23,"4C",6,1,100
"1367","Human",23,"4C",7,1,100
"1368","Human",23,"4C",8,1,100
"1369","Human",23,"4C",9,0,80
"1370","Human",23,"4C",10,1,100
"1371","Human",23,"4C",11,1,100
"1372","Human",23,"4C",12,1,100
"1373","Human",23,"4C",13,0,100
"1374","Human",23,"4C",14,1,50
"1375","Human",23,"4C",15,1,100
"1376","Human",23,"4C",16,0,100
"1377","Human",23,"4C",17,0,50
"1378","Human",23,"4C",18,1,100
"1379","Human",23,"4C",19,1,100
"1380","Human",23,"4C",20,0,100
"1381","Human",24,"OP",1,1,100
"1382","Human",24,"OP",2,1,100
"1383","Human",24,"OP",3,1,0
"1384","Human",24,"OP",4,1,80
"1385","Human",24,"OP",5,1,80
"1386","Human",24,"OP",6,1,100
"1387","Human",24,"OP",7,1,100
"1388","Human",24,"OP",8,1,70
"1389","Human",24,"OP",9,1,0
"1390","Human",24,"OP",10,1,90
"1391","Human",24,"OP",11,1,100
"1392","Human",24,"OP",12,1,100
"1393","Human",24,"OP",13,1,20
"1394","Human",24,"OP",14,1,80
"1395","Human",24,"OP",15,1,50
"1396","Human",24,"OP",16,1,0
"1397","Human",24,"OP",17,1,20
"1398","Human",24,"OP",18,1,30
"1399","Human",24,"OP",19,1,100
"1400","Human",24,"OP",20,1,20
"1401","Human",24,"2C",1,1,100
"1402","Human",24,"2C",2,1,100
"1403","Human",24,"2C",3,1,100
"1404","Human",24,"2C",4,1,100
"1405","Human",24,"2C",5,1,70
"1406","Human",24,"2C",6,1,100
"1407","Human",24,"2C",7,1,100
"1408","Human",24,"2C",8,1,100
"1409","Human",24,"2C",9,1,10
"1410","Human",24,"2C",10,1,50
"1411","Human",24,"2C",11,1,100
"1412","Human",24,"2C",12,1,100
"1413","Human",24,"2C",13,1,100
"1414","Human",24,"2C",14,1,100
"1415","Human",24,"2C",15,1,50
"1416","Human",24,"2C",16,1,50
"1417","Human",24,"2C",17,1,100
"1418","Human",24,"2C",18,1,100
"1419","Human",24,"2C",19,1,100
"1420","Human",24,"2C",20,1,100
"1421","Human",24,"4C",1,1,100
"1422","Human",24,"4C",2,1,100
"1423","Human",24,"4C",3,1,50
"1424","Human",24,"4C",4,1,100
"1425","Human",24,"4C",5,1,100
"1426","Human",24,"4C",6,1,100
"1427","Human",24,"4C",7,1,100
"1428","Human",24,"4C",8,1,100
"1429","Human",24,"4C",9,1,100
"1430","Human",24,"4C",10,1,100
"1431","Human",24,"4C",11,1,100
"1432","Human",24,"4C",12,1,100
"1433","Human",24,"4C",13,1,100
"1434","Human",24,"4C",14,1,100
"1435","Human",24,"4C",15,1,100
"1436","Human",24,"4C",16,1,100
"1437","Human",24,"4C",17,1,100
"1438","Human",24,"4C",18,1,100
"1439","Human",24,"4C",19,1,100
"1440","Human",24,"4C",20,1,100
"1441","Human",25,"OP",1,1,85
"1442","Human",25,"OP",2,1,30
"1443","Human",25,"OP",3,0,85
"1444","Human",25,"OP",4,1,35
"1445","Human",25,"OP",5,1,85
"1446","Human",25,"OP",6,1,85
"1447","Human",25,"OP",7,1,23
"1448","Human",25,"OP",8,1,95
"1449","Human",25,"OP",9,1,95
"1450","Human",25,"OP",10,1,82
"1451","Human",25,"OP",11,1,65
"1452","Human",25,"OP",12,1,50
"1453","Human",25,"OP",13,1,21
"1454","Human",25,"OP",14,1,65
"1455","Human",25,"OP",15,1,50
"1456","Human",25,"OP",16,1,35
"1457","Human",25,"OP",17,1,85
"1458","Human",25,"OP",18,0,50
"1459","Human",25,"OP",19,1,92
"1460","Human",25,"OP",20,0,25
"1461","Human",25,"2C",1,1,85
"1462","Human",25,"2C",2,1,65
"1463","Human",25,"2C",3,0,85
"1464","Human",25,"2C",4,1,92
"1465","Human",25,"2C",5,1,95
"1466","Human",25,"2C",6,1,85
"1467","Human",25,"2C",7,1,25
"1468","Human",25,"2C",8,1,95
"1469","Human",25,"2C",9,1,85
"1470","Human",25,"2C",10,1,65
"1471","Human",25,"2C",11,1,65
"1472","Human",25,"2C",12,1,50
"1473","Human",25,"2C",13,1,25
"1474","Human",25,"2C",14,1,65
"1475","Human",25,"2C",15,1,25
"1476","Human",25,"2C",16,1,50
"1477","Human",25,"2C",17,1,92
"1478","Human",25,"2C",18,1,65
"1479","Human",25,"2C",19,1,95
"1480","Human",25,"2C",20,1,50
"1481","Human",25,"4C",1,1,65
"1482","Human",25,"4C",2,1,65
"1483","Human",25,"4C",3,0,85
"1484","Human",25,"4C",4,1,92
"1485","Human",25,"4C",5,1,95
"1486","Human",25,"4C",6,1,95
"1487","Human",25,"4C",7,1,25
"1488","Human",25,"4C",8,1,85
"1489","Human",25,"4C",9,1,85
"1490","Human",25,"4C",10,1,50
"1491","Human",25,"4C",11,1,65
"1492","Human",25,"4C",12,1,25
"1493","Human",25,"4C",13,1,25
"1494","Human",25,"4C",14,1,65
"1495","Human",25,"4C",15,1,25
"1496","Human",25,"4C",16,1,50
"1497","Human",25,"4C",17,1,82
"1498","Human",25,"4C",18,1,65
"1499","Human",25,"4C",19,1,95
"1500","Human",25,"4C",20,1,25
"1501","Human",26,"OP",1,1,100
"1502","Human",26,"OP",2,1,100
"1503","Human",26,"OP",3,0,0
"1504","Human",26,"OP",4,0,35
"1505","Human",26,"OP",5,1,50
"1506","Human",26,"OP",6,1,100
"1507","Human",26,"OP",7,1,100
"1508","Human",26,"OP",8,0,10
"1509","Human",26,"OP",9,0,70
"1510","Human",26,"OP",10,1,80
"1511","Human",26,"OP",11,1,100
"1512","Human",26,"OP",12,1,50
