"Agent","AgentID","Cond","Qnum","Correctness"
"Human",69,"op",7,1
"Human",69,"op",8,0
"Human",69,"op",9,0
"Human",69,"op",10,1
"Human",69,"op",11,1
"Human",69,"op",12,0
"Human",69,"op",13,1
"Human",69,"op",14,1
"Human",69,"op",15,0
"Human",69,"op",16,0
"Human",69,"op",17,0
"Human",69,"op",18,0
"Human",69,"op",19,0
"Human",69,"op",20,0
"Human",69,"2c",1,1
"Human",69,"2c",2,0
"Human",69,"2c",3,1
"Human",69,"2c",4,0
"Human",69,"2c",5,0
"Human",69,"2c",6,1
"Human",69,"2c",7,1
"Human",69,"2c",8,0
"Human",69,"2c",9,1
"Human",69,"2c",10,1
"Human",69,"2c",11,1
"Human",69,"2c",12,1
"Human",69,"2c",13,1
"Human",69,"2c",14,1
"Human",69,"2c",15,0
"Human",69,"2c",16,1
"Human",69,"2c",17,1
"Human",69,"2c",18,0
"Human",69,"2c",19,1
"Human",69,"2c",20,1
"Human",69,"4c",1,1
"Human",69,"4c",2,1
"Human",69,"4c",3,1
"Human",69,"4c",4,0
"Human",69,"4c",5,1
"Human",69,"4c",6,1
"Human",69,"4c",7,1
"Human",69,"4c",8,0
"Human",69,"4c",9,1
"Human",69,"4c",10,1
"Human",69,"4c",11,1
"Human",69,"4c",12,0
"Human",69,"4c",13,1
"Human",69,"4c",14,1
"Human",69,"4c",15,1
"Human",69,"4c",16,0
"Human",69,"4c",17,1
"Human",69,"4c",18,1
"Human",69,"4c",19,1
"Human",69,"4c",20,1
"Human",70,"op",1,1
"Human",70,"op",2,0
"Human",70,"op",3,0
"Human",70,"op",4,0
"Human",70,"op",5,0
"Human",70,"op",6,1
"Human",70,"op",7,1
"Human",70,"op",8,1
"Human",70,"op",9,0
"Human",70,"op",10,1
"Human",70,"op",11,1
"Human",70,"op",12,0
"Human",70,"op",13,0
"Human",70,"op",14,0
"Human",70,"op",15,0
"Human",70,"op",16,0
"Human",70,"op",17,0
"Human",70,"op",18,1
"Human",70,"op",19,0
"Human",70,"op",20,0
"Human",70,"2c",1,1
"Human",70,"2c",2,1
"Human",70,"2c",3,1
"Human",70,"2c",4,1
"Human",70,"2c",5,0
"Human",70,"2c",6,1
"Human",70,"2c",7,1
"Human",70,"2c",8,1
"Human",70,"2c",9,1
"Human",70,"2c",10,1
"Human",70,"2c",11,1
"Human",70,"2c",12,1
"Human",70,"2c",13,1
"Human",70,"2c",14,1
"Human",70,"2c",15,0
"Human",70,"2c",16,0
"Human",70,"2c",17,1
"Human",70,"2c",18,1
"Human",70,"2c",19,0
"Human",70,"2c",20,0
"Human",70,"4c",1,1
"Human",70,"4c",2,0
"Human",70,"4c",3,1
"Human",70,"4c",4,1
"Human",70,"4c",5,1
"Human",70,"4c",6,1
"Human",70,"4c",7,1
"Human",70,"4c",8,1
"Human",70,"4c",9,1
"Human",70,"4c",10,1
"Human",70,"4c",11,1
"Human",70,"4c",12,1
"Human",70,"4c",13,1
"Human",70,"4c",14,1
"Human",70,"4c",15,1
"Human",70,"4c",16,0
"Human",70,"4c",17,0
"Human",70,"4c",18,1
"Human",70,"4c",19,1
"Human",70,"4c",20,0
"Human",71,"op",1,1
"Human",71,"op",2,1
"Human",71,"op",3,1
"Human",71,"op",4,1
"Human",71,"op",5,0
"Human",71,"op",6,1
"Human",71,"op",7,1
"Human",71,"op",8,1
"Human",71,"op",9,0
"Human",71,"op",10,1
"Human",71,"op",11,1
"Human",71,"op",12,1
"Human",71,"op",13,1
"Human",71,"op",14,1
"Human",71,"op",15,0
"Human",71,"op",16,0
"Human",71,"op",17,0
"Human",71,"op",18,1
"Human",71,"op",19,1
"Human",71,"op",20,0
"Human",71,"2c",1,1
"Human",71,"2c",2,0
"Human",71,"2c",3,1
"Human",71,"2c",4,1
"Human",71,"2c",5,0
"Human",71,"2c",6,1
"Human",71,"2c",7,1
"Human",71,"2c",8,1
"Human",71,"2c",9,1
"Human",71,"2c",10,1
"Human",71,"2c",11,1
"Human",71,"2c",12,1
"Human",71,"2c",13,1
"Human",71,"2c",14,1
"Human",71,"2c",15,0
"Human",71,"2c",16,0
"Human",71,"2c",17,1
"Human",71,"2c",18,1
"Human",71,"2c",19,1
"Human",71,"2c",20,1
"Human",71,"4c",1,1
"Human",71,"4c",2,1
"Human",71,"4c",3,1
"Human",71,"4c",4,1
"Human",71,"4c",5,0
"Human",71,"4c",6,1
"Human",71,"4c",7,1
"Human",71,"4c",8,1
"Human",71,"4c",9,0
"Human",71,"4c",10,1
"Human",71,"4c",11,1
"Human",71,"4c",12,1
"Human",71,"4c",13,1
"Human",71,"4c",14,1
"Human",71,"4c",15,0
"Human",71,"4c",16,0
"Human",71,"4c",17,0
"Human",71,"4c",18,1
"Human",71,"4c",19,1
"Human",71,"4c",20,1
"Human",72,"op",1,1
"Human",72,"op",2,1
"Human",72,"op",3,0
"Human",72,"op",4,0
"Human",72,"op",5,1
"Human",72,"op",6,1
"Human",72,"op",7,1
"Human",72,"op",8,0
"Human",72,"op",9,0
"Human",72,"op",10,0
"Human",72,"op",11,1
"Human",72,"op",12,0
"Human",72,"op",13,1
"Human",72,"op",14,0
"Human",72,"op",15,0
"Human",72,"op",16,1
"Human",72,"op",17,0
"Human",72,"op",18,0
"Human",72,"op",19,0
"Human",72,"op",20,0
"Human",72,"2c",1,1
"Human",72,"2c",2,1
"Human",72,"2c",3,1
"Human",72,"2c",4,0
"Human",72,"2c",5,1
"Human",72,"2c",6,1
"Human",72,"2c",7,1
"Human",72,"2c",8,0
"Human",72,"2c",9,0
"Human",72,"2c",10,0
"Human",72,"2c",11,1
"Human",72,"2c",12,1
"Human",72,"2c",13,0
"Human",72,"2c",14,0
"Human",72,"2c",15,0
"Human",72,"2c",16,1
"Human",72,"2c",17,1
"Human",72,"2c",18,1
"Human",72,"2c",19,0
"Human",72,"2c",20,1
"Human",72,"4c",1,0
"Human",72,"4c",2,1
"Human",72,"4c",3,0
"Human",72,"4c",4,0
"Human",72,"4c",5,1
"Human",72,"4c",6,1
"Human",72,"4c",7,0
"Human",72,"4c",8,1
"Human",72,"4c",9,0
"Human",72,"4c",10,0
"Human",72,"4c",11,1
"Human",72,"4c",12,1
"Human",72,"4c",13,1
"Human",72,"4c",14,1
"Human",72,"4c",15,0
"Human",72,"4c",16,1
"Human",72,"4c",17,1
"Human",72,"4c",18,1
"Human",72,"4c",19,1
"Human",72,"4c",20,0
"Human",73,"op",1,1
"Human",73,"op",2,1
"Human",73,"op",3,0
"Human",73,"op",4,0
"Human",73,"op",5,0
"Human",73,"op",6,1
"Human",73,"op",7,1
"Human",73,"op",8,0
"Human",73,"op",9,0
"Human",73,"op",10,1
"Human",73,"op",11,1
"Human",73,"op",12,1
"Human",73,"op",13,0
"Human",73,"op",14,0
"Human",73,"op",15,0
"Human",73,"op",16,0
"Human",73,"op",17,0
"Human",73,"op",18,0
"Human",73,"op",19,0
"Human",73,"op",20,0
"Human",73,"2c",1,1
"Human",73,"2c",2,0
"Human",73,"2c",3,1
"Human",73,"2c",4,0
"Human",73,"2c",5,1
"Human",73,"2c",6,1
"Human",73,"2c",7,1
"Human",73,"2c",8,0
"Human",73,"2c",9,0
"Human",73,"2c",10,1
"Human",73,"2c",11,1
"Human",73,"2c",12,1
"Human",73,"2c",13,0
"Human",73,"2c",14,0
"Human",73,"2c",15,1
"Human",73,"2c",16,0
"Human",73,"2c",17,1
"Human",73,"2c",18,1
"Human",73,"2c",19,1
"Human",73,"2c",20,1
"Human",73,"4c",1,1
"Human",73,"4c",2,1
"Human",73,"4c",3,1
"Human",73,"4c",4,1
"Human",73,"4c",5,1
"Human",73,"4c",6,1
"Human",73,"4c",7,1
"Human",73,"4c",8,0
"Human",73,"4c",9,0
"Human",73,"4c",10,1
"Human",73,"4c",11,1
"Human",73,"4c",12,1
"Human",73,"4c",13,1
"Human",73,"4c",14,1
"Human",73,"4c",15,1
"Human",73,"4c",16,0
"Human",73,"4c",17,0
"Human",73,"4c",18,0
"Human",73,"4c",19,1
"Human",73,"4c",20,0
"Human",74,"op",1,1
"Human",74,"op",2,0
"Human",74,"op",3,0
"Human",74,"op",4,1
"Human",74,"op",5,1
"Human",74,"op",6,1
"Human",74,"op",7,1
"Human",74,"op",8,1
"Human",74,"op",9,0
"Human",74,"op",10,1
"Human",74,"op",11,1
"Human",74,"op",12,0
"Human",74,"op",13,0
"Human",74,"op",14,0
"Human",74,"op",15,1
"Human",74,"op",16,0
"Human",74,"op",17,0
"Human",74,"op",18,1
"Human",74,"op",19,0
"Human",74,"op",20,0
"Human",74,"2c",1,1
"Human",74,"2c",2,0
"Human",74,"2c",3,1
"Human",74,"2c",4,0
"Human",74,"2c",5,1
"Human",74,"2c",6,1
"Human",74,"2c",7,1
"Human",74,"2c",8,1
"Human",74,"2c",9,1
"Human",74,"2c",10,1
"Human",74,"2c",11,1
"Human",74,"2c",12,0
"Human",74,"2c",13,1
"Human",74,"2c",14,0
"Human",74,"2c",15,1
"Human",74,"2c",16,0
"Human",74,"2c",17,1
"Human",74,"2c",18,1
"Human",74,"2c",19,0
"Human",74,"2c",20,1
"Human",74,"4c",1,1
"Human",74,"4c",2,0
"Human",74,"4c",3,1
"Human",74,"4c",4,1
"Human",74,"4c",5,1
"Human",74,"4c",6,1
"Human",74,"4c",7,1
"Human",74,"4c",8,1
"Human",74,"4c",9,0
"Human",74,"4c",10,1
"Human",74,"4c",11,1
"Human",74,"4c",12,0
"Human",74,"4c",13,1
"Human",74,"4c",14,0
"Human",74,"4c",15,1
"Human",74,"4c",16,0
"Human",74,"4c",17,1
"Human",74,"4c",18,1
"Human",74,"4c",19,0
"Human",74,"4c",20,0
"Human",75,"op",1,1
"Human",75,"op",2,1
"Human",75,"op",3,0
"Human",75,"op",4,1
"Human",75,"op",5,0
"Human",75,"op",6,1
"Human",75,"op",7,1
"Human",75,"op",8,0
"Human",75,"op",9,0
"Human",75,"op",10,1
"Human",75,"op",11,1
"Human",75,"op",12,1
"Human",75,"op",13,0
"Human",75,"op",14,1
"Human",75,"op",15,1
"Human",75,"op",16,0
"Human",75,"op",17,0
"Human",75,"op",18,1
"Human",75,"op",19,1
"Human",75,"op",20,1
"Human",75,"2c",1,1
"Human",75,"2c",2,1
"Human",75,"2c",3,1
"Human",75,"2c",4,1
"Human",75,"2c",5,1
"Human",75,"2c",6,1
"Human",75,"2c",7,1
"Human",75,"2c",8,0
"Human",75,"2c",9,0
"Human",75,"2c",10,0
"Human",75,"2c",11,1
"Human",75,"2c",12,1
"Human",75,"2c",13,1
"Human",75,"2c",14,1
"Human",75,"2c",15,1
"Human",75,"2c",16,1
"Human",75,"2c",17,1
"Human",75,"2c",18,1
"Human",75,"2c",19,1
"Human",75,"2c",20,1
"Human",75,"4c",1,1
"Human",75,"4c",2,1
"Human",75,"4c",3,0
"Human",75,"4c",4,1
"Human",75,"4c",5,1
"Human",75,"4c",6,1
"Human",75,"4c",7,1
"Human",75,"4c",8,1
"Human",75,"4c",9,0
"Human",75,"4c",10,0
"Human",75,"4c",11,1
"Human",75,"4c",12,1
"Human",75,"4c",13,0
"Human",75,"4c",14,1
"Human",75,"4c",15,1
"Human",75,"4c",16,0
"Human",75,"4c",17,0
"Human",75,"4c",18,1
"Human",75,"4c",19,1
"Human",75,"4c",20,1
"Human",76,"op",1,1
"Human",76,"op",2,1
"Human",76,"op",3,0
"Human",76,"op",4,0
"Human",76,"op",5,1
"Human",76,"op",6,1
"Human",76,"op",7,1
"Human",76,"op",8,1
"Human",76,"op",9,0
"Human",76,"op",10,1
"Human",76,"op",11,1
"Human",76,"op",12,1
"Human",76,"op",13,0
"Human",76,"op",14,0
"Human",76,"op",15,1
"Human",76,"op",16,0
"Human",76,"op",17,0
"Human",76,"op",18,0
"Human",76,"op",19,1
"Human",76,"op",20,0
"Human",76,"2c",1,1
"Human",76,"2c",2,0
"Human",76,"2c",3,1
"Human",76,"2c",4,0
"Human",76,"2c",5,1
"Human",76,"2c",6,1
"Human",76,"2c",7,1
"Human",76,"2c",8,1
"Human",76,"2c",9,0
"Human",76,"2c",10,1
"Human",76,"2c",11,1
"Human",76,"2c",12,1
"Human",76,"2c",13,1
"Human",76,"2c",14,0
"Human",76,"2c",15,1
"Human",76,"2c",16,1
"Human",76,"2c",17,1
"Human",76,"2c",18,1
"Human",76,"2c",19,1
"Human",76,"2c",20,1
"Human",76,"4c",1,1
"Human",76,"4c",2,1
"Human",76,"4c",3,1
"Human",76,"4c",4,0
"Human",76,"4c",5,0
"Human",76,"4c",6,1
"Human",76,"4c",7,1
"Human",76,"4c",8,1
"Human",76,"4c",9,0
"Human",76,"4c",10,1
"Human",76,"4c",11,1
"Human",76,"4c",12,1
"Human",76,"4c",13,0
"Human",76,"4c",14,1
"Human",76,"4c",15,1
"Human",76,"4c",16,0
"Human",76,"4c",17,0
"Human",76,"4c",18,1
"Human",76,"4c",19,1
"Human",76,"4c",20,1
"Human",77,"op",1,1
"Human",77,"op",2,1
"Human",77,"op",3,0
"Human",77,"op",4,1
"Human",77,"op",5,1
"Human",77,"op",6,1
"Human",77,"op",7,1
"Human",77,"op",8,1
"Human",77,"op",9,1
"Human",77,"op",10,1
"Human",77,"op",11,1
"Human",77,"op",12,1
"Human",77,"op",13,1
"Human",77,"op",14,1
"Human",77,"op",15,0
"Human",77,"op",16,1
"Human",77,"op",17,0
"Human",77,"op",18,0
"Human",77,"op",19,1
"Human",77,"op",20,0
"Human",77,"2c",1,1
"Human",77,"2c",2,1
"Human",77,"2c",3,1
"Human",77,"2c",4,1
"Human",77,"2c",5,1
"Human",77,"2c",6,1
"Human",77,"2c",7,1
"Human",77,"2c",8,1
"Human",77,"2c",9,1
"Human",77,"2c",10,1
"Human",77,"2c",11,1
"Human",77,"2c",12,1
"Human",77,"2c",13,1
"Human",77,"2c",14,1
"Human",77,"2c",15,0
"Human",77,"2c",16,0
"Human",77,"2c",17,1
"Human",77,"2c",18,1
"Human",77,"2c",19,1
"Human",77,"2c",20,1
"Human",77,"4c",1,1
"Human",77,"4c",2,1
"Human",77,"4c",3,1
"Human",77,"4c",4,1
"Human",77,"4c",5,1
"Human",77,"4c",6,1
"Human",77,"4c",7,1
"Human",77,"4c",8,1
"Human",77,"4c",9,1
"Human",77,"4c",10,1
"Human",77,"4c",11,1
"Human",77,"4c",12,1
"Human",77,"4c",13,1
"Human",77,"4c",14,1
"Human",77,"4c",15,1
"Human",77,"4c",16,1
"Human",77,"4c",17,1
"Human",77,"4c",18,1
"Human",77,"4c",19,1
"Human",77,"4c",20,1
"Human",78,"op",1,1
"Human",78,"op",2,1
"Human",78,"op",3,0
"Human",78,"op",4,0
"Human",78,"op",5,0
"Human",78,"op",6,1
"Human",78,"op",7,1
"Human",78,"op",8,0
"Human",78,"op",9,0
"Human",78,"op",10,1
"Human",78,"op",11,1
"Human",78,"op",12,1
"Human",78,"op",13,1
"Human",78,"op",14,1
"Human",78,"op",15,0
"Human",78,"op",16,1
"Human",78,"op",17,0
"Human",78,"op",18,0
"Human",78,"op",19,0
"Human",78,"op",20,0
"Human",78,"2c",1,1
"Human",78,"2c",2,0
"Human",78,"2c",3,1
"Human",78,"2c",4,0
"Human",78,"2c",5,1
"Human",78,"2c",6,1
"Human",78,"2c",7,1
"Human",78,"2c",8,0
"Human",78,"2c",9,1
"Human",78,"2c",10,1
"Human",78,"2c",11,1
"Human",78,"2c",12,1
"Human",78,"2c",13,1
"Human",78,"2c",14,0
"Human",78,"2c",15,0
"Human",78,"2c",16,0
"Human",78,"2c",17,0
"Human",78,"2c",18,0
"Human",78,"2c",19,0
"Human",78,"2c",20,0
"Human",78,"4c",1,1
"Human",78,"4c",2,1
"Human",78,"4c",3,0
"Human",78,"4c",4,0
"Human",78,"4c",5,1
"Human",78,"4c",6,1
"Human",78,"4c",7,1
"Human",78,"4c",8,0
"Human",78,"4c",9,0
"Human",78,"4c",10,1
"Human",78,"4c",11,1
"Human",78,"4c",12,1
"Human",78,"4c",13,1
"Human",78,"4c",14,1
"Human",78,"4c",15,0
"Human",78,"4c",16,1
"Human",78,"4c",17,0
"Human",78,"4c",18,1
"Human",78,"4c",19,1
"Human",78,"4c",20,0
"Human",79,"op",1,1
"Human",79,"op",2,0
"Human",79,"op",3,0
"Human",79,"op",4,1
"Human",79,"op",5,1
"Human",79,"op",6,1
"Human",79,"op",7,1
"Human",79,"op",8,0
"Human",79,"op",9,0
"Human",79,"op",10,1
"Human",79,"op",11,1
"Human",79,"op",12,1
"Human",79,"op",13,1
"Human",79,"op",14,1
"Human",79,"op",15,1
"Human",79,"op",16,1
"Human",79,"op",17,0
"Human",79,"op",18,1
"Human",79,"op",19,0
"Human",79,"op",20,0
"Human",79,"2c",1,1
"Human",79,"2c",2,0
"Human",79,"2c",3,1
"Human",79,"2c",4,1
"Human",79,"2c",5,1
"Human",79,"2c",6,1
"Human",79,"2c",7,1
"Human",79,"2c",8,0
"Human",79,"2c",9,1
"Human",79,"2c",10,1
"Human",79,"2c",11,1
"Human",79,"2c",12,1
"Human",79,"2c",13,1
"Human",79,"2c",14,1
"Human",79,"2c",15,1
"Human",79,"2c",16,1
"Human",79,"2c",17,1
"Human",79,"2c",18,0
"Human",79,"2c",19,0
"Human",79,"2c",20,1
"Human",79,"4c",1,1
"Human",79,"4c",2,1
"Human",79,"4c",3,1
"Human",79,"4c",4,1
"Human",79,"4c",5,1
"Human",79,"4c",6,1
"Human",79,"4c",7,1
"Human",79,"4c",8,1
"Human",79,"4c",9,0
"Human",79,"4c",10,1
"Human",79,"4c",11,1
"Human",79,"4c",12,1
"Human",79,"4c",13,1
"Human",79,"4c",14,1
"Human",79,"4c",15,1
"Human",79,"4c",16,1
"Human",79,"4c",17,0
"Human",79,"4c",18,0
"Human",79,"4c",19,0
"Human",79,"4c",20,1
"Human",80,"op",1,1
"Human",80,"op",2,0
"Human",80,"op",3,0
"Human",80,"op",4,1
"Human",80,"op",5,1
"Human",80,"op",6,1
"Human",80,"op",7,1
"Human",80,"op",8,0
"Human",80,"op",9,0
"Human",80,"op",10,0
"Human",80,"op",11,1
"Human",80,"op",12,0
"Human",80,"op",13,0
"Human",80,"op",14,1
"Human",80,"op",15,0
"Human",80,"op",16,0
"Human",80,"op",17,0
"Human",80,"op",18,0
"Human",80,"op",19,0
"Human",80,"op",20,0
"Human",80,"2c",1,1
"Human",80,"2c",2,0
"Human",80,"2c",3,1
"Human",80,"2c",4,1
"Human",80,"2c",5,0
"Human",80,"2c",6,1
"Human",80,"2c",7,1
"Human",80,"2c",8,0
"Human",80,"2c",9,0
"Human",80,"2c",10,0
"Human",80,"2c",11,1
"Human",80,"2c",12,1
"Human",80,"2c",13,0
"Human",80,"2c",14,1
"Human",80,"2c",15,0
"Human",80,"2c",16,0
"Human",80,"2c",17,1
"Human",80,"2c",18,0
"Human",80,"2c",19,0
"Human",80,"2c",20,1
"Human",80,"4c",1,1
"Human",80,"4c",2,1
"Human",80,"4c",3,1
"Human",80,"4c",4,1
"Human",80,"4c",5,1
"Human",80,"4c",6,1
"Human",80,"4c",7,1
"Human",80,"4c",8,0
"Human",80,"4c",9,0
"Human",80,"4c",10,1
"Human",80,"4c",11,1
"Human",80,"4c",12,1
"Human",80,"4c",13,0
"Human",80,"4c",14,1
"Human",80,"4c",15,0
"Human",80,"4c",16,0
"Human",80,"4c",17,0
"Human",80,"4c",18,1
"Human",80,"4c",19,0
"Human",80,"4c",20,1
"Human",81,"op",1,1
"Human",81,"op",2,1
"Human",81,"op",3,0
"Human",81,"op",4,1
"Human",81,"op",5,1
"Human",81,"op",6,1
"Human",81,"op",7,1
"Human",81,"op",8,0
"Human",81,"op",9,1
"Human",81,"op",10,1
"Human",81,"op",11,1
"Human",81,"op",12,0
"Human",81,"op",13,0
"Human",81,"op",14,1
"Human",81,"op",15,0
"Human",81,"op",16,1
"Human",81,"op",17,0
"Human",81,"op",18,0
"Human",81,"op",19,0
"Human",81,"op",20,0
"Human",81,"2c",1,1
"Human",81,"2c",2,0
"Human",81,"2c",3,1
"Human",81,"2c",4,1
"Human",81,"2c",5,1
"Human",81,"2c",6,1
"Human",81,"2c",7,1
"Human",81,"2c",8,0
"Human",81,"2c",9,1
"Human",81,"2c",10,1
"Human",81,"2c",11,1
"Human",81,"2c",12,0
"Human",81,"2c",13,1
"Human",81,"2c",14,1
"Human",81,"2c",15,0
"Human",81,"2c",16,0
"Human",81,"2c",17,0
"Human",81,"2c",18,1
"Human",81,"2c",19,0
"Human",81,"2c",20,0
"Human",81,"4c",1,1
"Human",81,"4c",2,1
"Human",81,"4c",3,0
"Human",81,"4c",4,1
"Human",81,"4c",5,1
"Human",81,"4c",6,1
"Human",81,"4c",7,1
"Human",81,"4c",8,0
"Human",81,"4c",9,1
"Human",81,"4c",10,1
"Human",81,"4c",11,1
"Human",81,"4c",12,0
"Human",81,"4c",13,1
"Human",81,"4c",14,1
"Human",81,"4c",15,1
"Human",81,"4c",16,1
"Human",81,"4c",17,0
"Human",81,"4c",18,0
"Human",81,"4c",19,1
"Human",81,"4c",20,0
"Human",82,"op",1,1
"Human",82,"op",2,1
"Human",82,"op",3,0
"Human",82,"op",4,0
"Human",82,"op",5,0
"Human",82,"op",6,1
"Human",82,"op",7,1
"Human",82,"op",8,0
"Human",82,"op",9,0
"Human",82,"op",10,1
"Human",82,"op",11,1
"Human",82,"op",12,1
"Human",82,"op",13,1
"Human",82,"op",14,1
"Human",82,"op",15,0
"Human",82,"op",16,0
"Human",82,"op",17,0
"Human",82,"op",18,0
"Human",82,"op",19,1
"Human",82,"op",20,1
"Human",82,"2c",1,1
"Human",82,"2c",2,1
"Human",82,"2c",3,1
"Human",82,"2c",4,0
"Human",82,"2c",5,1
"Human",82,"2c",6,1
"Human",82,"2c",7,1
"Human",82,"2c",8,0
"Human",82,"2c",9,1
"Human",82,"2c",10,1
"Human",82,"2c",11,1
"Human",82,"2c",12,1
"Human",82,"2c",13,1
"Human",82,"2c",14,1
"Human",82,"2c",15,0
"Human",82,"2c",16,0
"Human",82,"2c",17,1
"Human",82,"2c",18,0
"Human",82,"2c",19,0
"Human",82,"2c",20,1
"Human",82,"4c",1,1
"Human",82,"4c",2,1
"Human",82,"4c",3,1
"Human",82,"4c",4,0
"Human",82,"4c",5,0
"Human",82,"4c",6,1
"Human",82,"4c",7,1
"Human",82,"4c",8,1
"Human",82,"4c",9,1
"Human",82,"4c",10,1
"Human",82,"4c",11,1
"Human",82,"4c",12,1
"Human",82,"4c",13,1
"Human",82,"4c",14,1
"Human",82,"4c",15,0
"Human",82,"4c",16,0
"Human",82,"4c",17,0
"Human",82,"4c",18,1
"Human",82,"4c",19,1
"Human",82,"4c",20,1
"Human",83,"op",1,1
"Human",83,"op",2,1
"Human",83,"op",3,0
"Human",83,"op",4,0
"Human",83,"op",5,0
"Human",83,"op",6,1
"Human",83,"op",7,1
"Human",83,"op",8,0
"Human",83,"op",9,0
"Human",83,"op",10,1
"Human",83,"op",11,1
"Human",83,"op",12,1
"Human",83,"op",13,1
"Human",83,"op",14,1
"Human",83,"op",15,1
"Human",83,"op",16,1
"Human",83,"op",17,0
"Human",83,"op",18,1
"Human",83,"op",19,0
"Human",83,"op",20,0
"Human",83,"2c",1,1
"Human",83,"2c",2,0
"Human",83,"2c",3,1
"Human",83,"2c",4,0
"Human",83,"2c",5,0
"Human",83,"2c",6,1
"Human",83,"2c",7,1
"Human",83,"2c",8,0
"Human",83,"2c",9,0
"Human",83,"2c",10,1
"Human",83,"2c",11,1
"Human",83,"2c",12,1
"Human",83,"2c",13,1
"Human",83,"2c",14,0
"Human",83,"2c",15,1
"Human",83,"2c",16,0
"Human",83,"2c",17,1
"Human",83,"2c",18,1
"Human",83,"2c",19,0
"Human",83,"2c",20,1
"Human",83,"4c",1,1
"Human",83,"4c",2,0
"Human",83,"4c",3,1
"Human",83,"4c",4,0
"Human",83,"4c",5,1
"Human",83,"4c",6,1
"Human",83,"4c",7,1
"Human",83,"4c",8,0
"Human",83,"4c",9,0
"Human",83,"4c",10,1
"Human",83,"4c",11,1
"Human",83,"4c",12,1
"Human",83,"4c",13,1
"Human",83,"4c",14,1
"Human",83,"4c",15,1
"Human",83,"4c",16,1
"Human",83,"4c",17,0
"Human",83,"4c",18,1
"Human",83,"4c",19,0
"Human",83,"4c",20,1
"Human",84,"op",1,1
"Human",84,"op",2,0
"Human",84,"op",3,1
"Human",84,"op",4,0
"Human",84,"op",5,1
"Human",84,"op",6,1
"Human",84,"op",7,1
"Human",84,"op",8,0
"Human",84,"op",9,1
"Human",84,"op",10,1
"Human",84,"op",11,1
"Human",84,"op",12,0
"Human",84,"op",13,1
"Human",84,"op",14,1
"Human",84,"op",15,0
"Human",84,"op",16,0
"Human",84,"op",17,0
"Human",84,"op",18,0
"Human",84,"op",19,0
"Human",84,"op",20,0
"Human",84,"2c",1,1
"Human",84,"2c",2,0
"Human",84,"2c",3,1
"Human",84,"2c",4,0
"Human",84,"2c",5,0
"Human",84,"2c",6,0
"Human",84,"2c",7,1
"Human",84,"2c",8,0
"Human",84,"2c",9,1
"Human",84,"2c",10,1
"Human",84,"2c",11,1
"Human",84,"2c",12,1
"Human",84,"2c",13,1
"Human",84,"2c",14,1
"Human",84,"2c",15,1
"Human",84,"2c",16,1
"Human",84,"2c",17,0
"Human",84,"2c",18,0
"Human",84,"2c",19,0
"Human",84,"2c",20,1
"Human",84,"4c",1,1
"Human",84,"4c",2,1
"Human",84,"4c",3,1
"Human",84,"4c",4,0
"Human",84,"4c",5,0
"Human",84,"4c",6,1
"Human",84,"4c",7,1
"Human",84,"4c",8,0
"Human",84,"4c",9,1
"Human",84,"4c",10,1
"Human",84,"4c",11,1
"Human",84,"4c",12,1
"Human",84,"4c",13,1
"Human",84,"4c",14,1
"Human",84,"4c",15,1
"Human",84,"4c",16,0
"Human",84,"4c",17,0
"Human",84,"4c",18,0
"Human",84,"4c",19,1
"Human",84,"4c",20,1
"Human",85,"op",1,1
"Human",85,"op",2,1
"Human",85,"op",3,0
"Human",85,"op",4,1
"Human",85,"op",5,1
"Human",85,"op",6,1
"Human",85,"op",7,1
"Human",85,"op",8,0
"Human",85,"op",9,1
"Human",85,"op",10,1
"Human",85,"op",11,1
"Human",85,"op",12,1
"Human",85,"op",13,0
"Human",85,"op",14,1
"Human",85,"op",15,1
"Human",85,"op",16,0
"Human",85,"op",17,0
"Human",85,"op",18,0
"Human",85,"op",19,1
"Human",85,"op",20,0
"Human",85,"2c",1,1
"Human",85,"2c",2,0
"Human",85,"2c",3,1
"Human",85,"2c",4,1
"Human",85,"2c",5,0
"Human",85,"2c",6,1
"Human",85,"2c",7,1
"Human",85,"2c",8,1
"Human",85,"2c",9,1
"Human",85,"2c",10,1
"Human",85,"2c",11,1
"Human",85,"2c",12,1
"Human",85,"2c",13,0
"Human",85,"2c",14,1
"Human",85,"2c",15,1
"Human",85,"2c",16,1
"Human",85,"2c",17,1
"Human",85,"2c",18,1
"Human",85,"2c",19,1
"Human",85,"2c",20,1
"Human",85,"4c",1,1
"Human",85,"4c",2,1
"Human",85,"4c",3,1
"Human",85,"4c",4,1
"Human",85,"4c",5,1
"Human",85,"4c",6,1
"Human",85,"4c",7,1
"Human",85,"4c",8,1
"Human",85,"4c",9,1
"Human",85,"4c",10,1
"Human",85,"4c",11,1
"Human",85,"4c",12,1
"Human",85,"4c",13,0
"Human",85,"4c",14,1
"Human",85,"4c",15,1
"Human",85,"4c",16,0
"Human",85,"4c",17,0
"Human",85,"4c",18,1
"Human",85,"4c",19,1
"Human",85,"4c",20,1
"Human",86,"op",1,0
"Human",86,"op",2,0
"Human",86,"op",3,0
"Human",86,"op",4,0
"Human",86,"op",5,0
"Human",86,"op",6,1
"Human",86,"op",7,1
"Human",86,"op",8,0
